"SYMBOL","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","VOLUME","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","VOLUME_CONFIDENCE","CONFIDENCE_SCORE","CONFIDENCE_CATEGORY","TRADING_SIGNAL","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","PERFORMANCE_CATEGORY","MAX_DRAWDOWN","SHARPE_RATIO","PROFIT_FACTOR"
"JSWHL",17400,-2.5,-4.77,-22.53,47,36.9,"BULLISH",2091,2025-08-29,0.7,0.47,0.2,0.458,"Low","WEAK_HOLD",0.484444169420749,-0.0296373522258364,2,-0.0574862128754075,"Poor",0.273015804868191,0.291259314399213,0.59727026775945
"KIRLOSIND",3687.1,-2.21,-5.21,-17.99,27,30.2,"STRONG_BEARISH",9692,2025-08-29,0.7,0.27,0.2,0.378,"Low","SELL",0.26143677951768,-0.109818433434702,4,-0.148691987888302,"Poor",0.30964088672772,0.452933955239132,0.916416880744509
"SUNFLAG",265.6,-1.57,-12.5,-12.13,22,35.3,"BULLISH",133854,2025-08-29,0.7,0.22,0.6,0.478,"Low","SELL",0.27125885123387,-0.0528581009479239,4,-0.0725334380217458,"Poor",0.286239833477885,0.678521563787945,0.940004694042727
"EPIGRAL",1811.4,-0.4,-2.7,2.46,25,45.3,"BULLISH",19732,2025-08-29,1,0.25,0.2,0.46,"Low","SELL",0.306011520000175,-0.111272542306688,2,-0.160337736883926,"Poor",0.213704539835453,0.441684666997753,0.53614805098623
"GOLDSHARE",86.35,0.99,3.54,4.73,75,68.1,"STRONG_BULLISH",414921,2025-08-29,1,0.75,0.6,0.78,"High","BUY",0.694236229360104,0.123187920544297,9,0.40288592820036,"Good",0.140352465061005,1.68906617583707,1.67629646062851
"MICEL",47.69,1.02,-2.05,-12.03,20,43.2,"STRONG_BEARISH",745249,2025-08-29,1,0.2,0.8,0.62,"Medium","SELL",0.346885960968211,-0.182979933277238,2,-0.280165365222431,"Poor",0.201870733511169,0.610904730646871,0.893735648016445
"QUICKHEAL",289.2,-1.31,-3.41,-26.58,17,38,"STRONG_BEARISH",122766,2025-08-29,0.7,0.17,0.6,0.458,"Low","SELL",0.403244909457862,-0.119040918035898,4,-0.19948035621741,"Poor",0.238539357716218,0.602763418317772,0.615975296963006
"PRAENG",27.18,15.56,19.26,20,82,74.9,"BULLISH",1346616,2025-08-29,0.7,0.82,1,0.838,"Very High","STRONG_BUY",0.889589315699413,0.277990853087977,8,2.51778942272618,"Excellent",0.136736868740991,1.93574261083268,1.99599945161026
"APOLLOPIPE",405.25,4.3,2.08,-7.11,40,51.5,"STRONG_BEARISH",88974,2025-08-29,1,0.4,0.4,0.58,"Medium","WEAK_HOLD",0.531051281839609,-0.099407081422396,2,-0.211978575850156,"Poor",0.26806258847937,0.779870074172504,1.0738315944327
"MUNJALAU",86.56,-2.34,10.41,9.22,75,66.2,"STRONG_BULLISH",394982,2025-08-29,1,0.75,0.6,0.78,"High","BUY",0.611787847569212,0.163131807493046,8,0.420213036793406,"Good",0.102478536206763,1.43758251494728,1.55550208706409
"LIQUIDPLUS",1048.22,0.04,0.17,0.65,43,100,"STRONG_BULLISH",33697,2025-08-29,0.3,0.43,0.2,0.322,"Low","WEAK_HOLD",0.517767724674195,-0.00636003022082149,6,-0.0131887278107309,"Poor",0.305574015888851,0.169257548172027,1.25041800434701
"BIRLACORPN",1251.6,0.06,-3.17,-10.8,22,38.9,"BULLISH",28228,2025-08-29,0.7,0.22,0.2,0.358,"Low","SELL",0.408270100597292,-0.134682828676887,3,-0.227608624835141,"Poor",0.264468868437689,0.365513725206256,0.809940463467501
"SSWL",216.14,2.05,2.86,-13.75,35,42.9,"BULLISH",164213,2025-08-29,1,0.35,0.6,0.62,"Medium","WEAK_HOLD",0.474090922437608,-0.063039605866652,3,-0.119867879365846,"Poor",0.122064884216525,0.31849249615334,0.533041374199092
"RAMKY",545.6,-1.89,-4.37,-12.38,45,40.7,"BULLISH",63918,2025-08-29,1,0.45,0.4,0.6,"Medium","WEAK_HOLD",0.357889185706153,-0.0654099890147336,6,-0.101867135015733,"Poor",0.136309252202045,0.121847936115228,0.94620792272035
"JASH",519.05,1.27,0.71,-10.5,10,40.7,"STRONG_BEARISH",67773,2025-08-29,1,0.1,0.4,0.46,"Low","SELL",0.325556516181678,-0.125546358921565,1,-0.186148079021821,"Poor",0.322436204412952,0.361994417523965,0.875113716861233
"TNPL",162.42,0.86,3.7,-5.01,50,52.7,"BULLISH",212662,2025-08-29,1,0.5,0.6,0.68,"Medium","HOLD",0.485452608997002,0.0470600703847595,4,0.0914591565473224,"Fair",0.248540290794335,0.732615229208022,0.629447251581587
"SALZERELEC",800.85,-2.31,-6.73,-8.13,12,37.7,"STRONG_BEARISH",42551,2025-08-29,0.7,0.12,0.2,0.318,"Low","SELL",0.265520482417196,-0.1345779374009,2,-0.183228986212986,"Poor",0.325114693667274,0.402149612922221,0.612315587769263
"AHLUCONT",920.4,-2.04,-0.54,-16.3,30,39.2,"BULLISH",37275,2025-08-29,0.7,0.3,0.2,0.39,"Low","SELL",0.408272172836587,-0.0618049466283992,1,-0.104448267921885,"Poor",0.483006176538765,0.294935965514742,1.14546417477541
"QUESS",268.05,1.06,-1,-14.16,7,35.3,"STRONG_BEARISH",128454,2025-08-29,0.7,0.07,0.6,0.418,"Low","SELL",0.378896698681638,-0.0560083658783697,1,-0.0901756048623241,"Poor",0.281141905952245,0.495649953815155,1.01436903257854
"RAMCOIND",306.35,0.05,3.64,7.64,80,62,"STRONG_BULLISH",110134,2025-08-29,1,0.8,0.6,0.8,"Very High","STRONG_BUY",0.85519485482946,0.246371957007796,12,1.70140333561794,"Excellent",0.137207407015376,1.85359181882814,2.92393407400232
"MOM100",60.01,-0.56,-3.26,-6.29,42,35.5,"STRONG_BULLISH",562247,2025-08-29,0.7,0.42,0.8,0.618,"Medium","WEAK_HOLD",0.417350030085072,0.0282613996649161,4,0.0485049362811132,"Fair",0.12154576710891,1.47686796681955,0.565527430828661
"ALPHAETF",24.45,-0.41,-3.05,-4.08,42,38.7,"STRONG_BULLISH",1382556,2025-08-29,0.7,0.42,1,0.678,"Medium","WEAK_HOLD",0.390646719513461,0.0356421793228947,2,0.0584918149524626,"Poor",0.126963566651102,1.22316411230713,1.18959504906088
"NELCO",805.35,-1.64,-4.09,-9.12,17,34,"STRONG_BEARISH",41769,2025-08-29,0.7,0.17,0.2,0.338,"Low","SELL",0.403479963494465,-0.116382454882842,4,-0.195102339838608,"Poor",0.32356444868492,0.373278380720876,0.96339763009455
"GHCL",552,-0.65,-4.99,-12.25,12,38.4,"STRONG_BEARISH",61201,2025-08-29,0.7,0.12,0.4,0.378,"Low","SELL",0.426062209717929,-0.0955906072398648,2,-0.166552209766298,"Poor",0.379997240670491,0.363291365723126,1.06341956600081
"RADHIKAJWE",92.57,-0.98,-2.86,7.5,45,44.4,"BULLISH",360936,2025-08-29,1,0.45,0.6,0.66,"Medium","WEAK_HOLD",0.547376196132973,0.0452066281111911,3,0.099876824252204,"Fair",0.249427841021679,1.03242771700025,1.46092190686613
"DAVANGERE",3.48,6.42,11.18,-3.87,43,61,"STRONG_BEARISH",9724614,2025-08-29,1,0.43,1,0.772,"High","WEAK_HOLD",0.368777685472742,0.00846388151403518,3,0.0134087172130061,"Poor",0.242310424917378,0.817570448387414,1.01676605406683
"INGERRAND",3807.6,1.27,5.5,-8.28,35,52.1,"BULLISH",8869,2025-08-29,1,0.35,0.2,0.5,"Low","WEAK_HOLD",0.376778396777809,-0.0578332322533242,5,-0.0927972200487176,"Poor",0.213757126173004,0.522640196722932,0.598614859348163
"ORIENTTECH",303.55,0.16,-1.81,-10.65,12,36.6,"STRONG_BEARISH",109079,2025-08-29,0.7,0.12,0.6,0.438,"Low","SELL",0.419158403482288,-0.0779333352460526,3,-0.134173130356507,"Poor",0.154694876307622,0.526946735940874,1.17606175376568
"GREENPOWER",13.62,-0.95,-6.9,-9.86,25,43.6,"BULLISH",2407110,2025-08-29,1,0.25,1,0.7,"High","SELL",0.431597393192351,-0.14295599142788,1,-0.251504813165392,"Poor",0.228342571971007,0.274426203919575,1.17109640783165
"HITECH",86.07,-0.45,-3.8,-11.24,7,36.8,"STRONG_BEARISH",380957,2025-08-29,0.7,0.07,0.6,0.418,"Low","SELL",0.433955265535042,-0.109680615738034,4,-0.193766692029575,"Poor",0.170688803493977,0.223922161827795,0.961086297733709
"MAHLOG",316.85,0.89,-3.43,-18.7,12,39.8,"STRONG_BEARISH",102654,2025-08-29,0.7,0.12,0.6,0.438,"Low","SELL",0.27105312757194,-0.135256836458575,3,-0.18555102103401,"Poor",0.209526563156396,0.179611598211341,0.784163523255847
"SEQUENT",169.37,-0.42,-3.88,-9.65,22,39.3,"STRONG_BULLISH",193347,2025-08-29,0.7,0.22,0.6,0.478,"Low","SELL",0.283290274767205,-0.0737776714027859,2,-0.102939403227467,"Poor",0.179688069643453,0.625402083713561,0.85220034411177
"BALAMINES",1457,-1.39,-5.65,-18.23,20,31.4,"STRONG_BEARISH",22034,2025-08-29,0.7,0.2,0.2,0.35,"Low","SELL",0.355334840761498,-0.101269498071633,4,-0.157088523585261,"Poor",0.467306794540491,0.492279247241095,0.89743940262124
"NELCAST",147.01,-2.7,-12.21,2.41,57,37,"STRONG_BULLISH",217585,2025-08-29,0.7,0.57,0.6,0.618,"Medium","HOLD",0.587512136436999,0.00236812795046717,7,0.00574108515584357,"Fair",0.109492101927754,1.35928035294637,1.20998344977852
"UFLEX",516.65,0.42,-10.86,-14.58,18,23.8,"BULLISH",60986,2025-08-29,0.5,0.18,0.4,0.342,"Low","SELL",0.321985034272075,-0.173878031678032,1,-0.256451613116466,"Poor",0.455302055401262,0.390464337402955,1.19964418297168
"FDC",457.75,-0.62,-4.48,-7.78,17,30.9,"STRONG_BEARISH",68937,2025-08-29,0.7,0.17,0.4,0.398,"Low","SELL",0.405565002607182,-0.0858487018267624,4,-0.144420672072293,"Poor",0.259950589330401,0.122611565492116,1.02315599136055
"JITFINFRA",254.7,-6.03,-14.67,-30.84,18,21.7,"STRONG_BEARISH",122204,2025-08-29,0.5,0.18,0.6,0.402,"Low","SELL",0.278487786790356,-0.0642733953194693,3,-0.0890815070663175,"Poor",0.164991849474609,0.563354512047954,0.989281937922351
"FILATEX",51.82,-0.63,-3.55,-11.46,17,36,"STRONG_BEARISH",608226,2025-08-29,0.7,0.17,0.8,0.518,"Medium","SELL",0.401942109595984,-0.194701172003988,4,-0.325555728179522,"Poor",0.282546265143901,0.672112526698038,0.748247411823831
"VINATIORGA",1710.4,-1.01,-2.32,-13.52,25,42.9,"BULLISH",18479,2025-08-29,1,0.25,0.2,0.46,"Low","SELL",0.263456593640149,-0.0560953103820793,3,-0.076160223413463,"Poor",0.287299465527758,0.199045776599087,0.672179178171791
"UDS",243.2,-0.73,-2.01,-16.44,7,37,"STRONG_BEARISH",129181,2025-08-29,0.7,0.07,0.6,0.418,"Low","SELL",0.355862977402285,-0.0980667549185455,4,-0.152245176846156,"Poor",0.155848835827783,0.440133742848411,1.04350207638927
"SASKEN",1456.6,3.27,-1.17,-1.38,25,49.2,"STRONG_BEARISH",21846,2025-08-29,1,0.25,0.2,0.46,"Low","SELL",0.274482673034072,-0.0949075455893762,3,-0.130813616797099,"Poor",0.316324703488499,0.564206390990876,0.980559986736625
"MASFIN",310.1,1.16,-1.04,-10.43,65,50,"STRONG_BULLISH",102157,2025-08-29,1,0.65,0.6,0.74,"High","BUY",0.737684457935393,0.152236358448863,8,0.580355846438439,"Good",0.22784516196698,1.73277242062613,2.08750341588166
"KELLTONTEC",25.65,-0.04,-0.93,-81.92,3,17.3,"STRONG_BEARISH",1225335,2025-08-29,0.3,0.03,1,0.402,"Low","SELL",0.327663232665509,-0.147422428859863,2,-0.219268729634296,"Poor",0.197048543579876,0.288553194678389,1.16665224430617
"PSPPROJECT",686.2,-1.98,3.69,-17.75,35,44.2,"BULLISH",44917,2025-08-29,1,0.35,0.2,0.5,"Low","WEAK_HOLD",0.527075332496315,-0.0795609059045091,5,-0.168231668532894,"Poor",0.177006512647495,0.660892251273617,1.47207830764819
"AARON",216.2,7.78,-49.9,-43.05,33,24.8,"STRONG_BULLISH",142341,2025-08-29,0.5,0.33,0.6,0.462,"Low","SELL",0.282866569189355,-0.062108257599175,3,-0.0866062784563927,"Poor",0.280766690615565,0.551806582463905,0.96327121516224
"GIPCL",177.85,-1.8,-6.42,-17.53,13,29.1,"STRONG_BEARISH",173031,2025-08-29,0.5,0.13,0.6,0.382,"Low","SELL",0.373787924647331,-0.0580704930471256,3,-0.092732949958561,"Poor",0.375611945579294,0.734514426067472,0.836776584596373
"EGOLD",103.2,1.18,3.77,4.82,65,68.1,"STRONG_BULLISH",299127,2025-08-29,1,0.65,0.6,0.74,"High","BUY",0.737780634965748,0.197742618946359,6,0.754111424686459,"Good",0.24325367131969,2.20354378852062,2.52420955372509
"PRINCEPIPE",318.65,-1.89,-4.84,-10.26,25,44.8,"BULLISH",95358,2025-08-29,1,0.25,0.4,0.52,"Medium","SELL",0.338523544184864,-0.184520034224261,2,-0.278951779163291,"Poor",0.313487454224378,0.366905971756205,0.846035751979798
"CENTUM",2753.5,2.43,2.95,15.98,80,64.9,"STRONG_BULLISH",11148,2025-08-29,1,0.8,0.2,0.68,"Medium","STRONG_BUY",0.687801330909133,0.144855835672934,11,0.463986076861758,"Good",0.140376359282527,1.74049636814743,1.74055833276361
"PARACABLES",45.05,-0.66,-5.48,-25.45,8,24.4,"STRONG_BEARISH",674927,2025-08-29,0.5,0.08,0.8,0.422,"Low","SELL",0.421313754562289,-0.0639464562875219,4,-0.110502810100754,"Poor",0.348850691644475,0.249425649805926,0.503241226123646
"DLINKINDIA",472.95,-1.3,-6.05,-13.41,22,37.8,"BULLISH",63623,2025-08-29,0.7,0.22,0.4,0.418,"Low","SELL",0.323994761239737,-0.0909909544046968,3,-0.134600960447535,"Poor",0.214001453155652,0.582842630939558,1.07909384055529
"EBBETF0430",1526.57,0,-0.3,-0.15,48,47.2,"STRONG_BULLISH",19846,2025-08-29,1,0.48,0.2,0.552,"Medium","WEAK_HOLD",0.539388112118468,0.00383033819962294,5,0.00831576062276553,"Fair",0.235638064704835,0.981655261944979,1.32835674460512
"DIAMONDYD",910.9,1.14,-1.06,-14.92,12,38.6,"STRONG_BEARISH",32655,2025-08-29,0.7,0.12,0.2,0.318,"Low","SELL",0.378229168476537,-0.0675059894332662,1,-0.108570531151909,"Poor",0.483399672433734,0.711246763751842,0.647766999318264
"SHARDAMOTR",1021.1,-1.36,-4.57,-5.72,12,35.8,"STRONG_BEARISH",28349,2025-08-29,0.7,0.12,0.2,0.318,"Low","SELL",0.321057310607284,-0.195832608023193,4,-0.288437612014582,"Poor",0.413141805154737,0.72058983691968,0.536691808933392
"ECOSMOBLTY",268.85,-3.64,-8.35,-13.97,32,37.3,"BULLISH",105933,2025-08-29,0.7,0.32,0.6,0.518,"Medium","SELL",0.410968954721466,-0.195511135249399,2,-0.331919916304153,"Poor",0.332600173261017,0.429884395026602,1.11697634437587
"KINGFA",4174.5,0.52,-2.65,21.49,75,60.6,"STRONG_BULLISH",6867,2025-08-29,1,0.75,0.2,0.66,"Medium","BUY",0.506185334082693,0.136521669151261,9,0.276463374974211,"Moderate",0.152596634416841,1.22509212559089,1.08104985044338
"SETFNN50",700.6,-0.35,-3.22,-3.94,37,37.8,"STRONG_BULLISH",40783,2025-08-29,0.7,0.37,0.2,0.418,"Low","WEAK_HOLD",0.439945924608037,-0.0395297077018768,4,-0.0705819481345819,"Poor",0.338328239601105,0.282016066880897,0.781615138449706
"SIYSIL",614.8,1.05,-2.52,-14.64,25,45.3,"STRONG_BEARISH",46364,2025-08-29,1,0.25,0.2,0.46,"Low","SELL",0.329074543900788,-0.19818268608069,1,-0.295387042299651,"Poor",0.333828450087458,0.19877539917361,0.933778754877858
"HEMIPROP",132.63,-0.88,-3.72,-2.74,15,45.2,"STRONG_BEARISH",212500,2025-08-29,1,0.15,0.6,0.54,"Medium","SELL",0.389077047305182,-0.102703096286859,4,-0.168111372856151,"Poor",0.31940232864581,0.19731716143433,0.901930668437853
"UNIECOM",130.59,-1.66,-7.11,-2.23,45,50.7,"BULLISH",214948,2025-08-29,1,0.45,0.6,0.66,"Medium","WEAK_HOLD",0.3625869453419,0.0189305205014534,6,0.0296989846114895,"Poor",0.177375955926254,0.796607926022261,0.901666113198735
"MMTC",60.79,-0.96,-6.91,-11.46,12,33.8,"STRONG_BEARISH",463731,2025-08-29,0.7,0.12,0.6,0.438,"Low","SELL",0.281224972987548,-0.0859087150311098,1,-0.119521006994615,"Poor",0.278641429217532,0.486138339736499,0.571811876096763
"ARMANFIN",1358.3,-1.74,-4.74,-18.15,17,33.9,"BULLISH",20477,2025-08-29,0.7,0.17,0.2,0.338,"Low","SELL",0.399813569476828,-0.0662924721254967,2,-0.110453133816622,"Poor",0.260933991172351,0.347273203893565,0.826105274050496
"INSECTICID",825.5,2.05,-2.23,-17.08,22,34.9,"BULLISH",34185,2025-08-29,0.7,0.22,0.2,0.358,"Low","SELL",0.300332747166976,-0.112883577449247,3,-0.161338946466581,"Poor",0.457810991094448,0.716845411271788,1.11420874528121
"TATVA",1040.3,-2.63,-3.3,10.62,65,46.8,"STRONG_BULLISH",26676,2025-08-29,1,0.65,0.2,0.62,"Medium","BUY",0.538641968881711,0.128597208182327,12,0.278736251476147,"Moderate",0.179820588696748,1.04172539710999,1.26323627599049
"SUNTECK",380.15,-1.59,-2.28,-13.98,17,37.5,"BULLISH",73207,2025-08-29,0.7,0.17,0.4,0.398,"Low","SELL",0.262731223879382,-0.0506628408678807,2,-0.0687169218455987,"Poor",0.310014876362402,0.110313977953047,0.732060217368416
"WANBURY",278.3,-0.8,0.27,12.03,75,55.8,"STRONG_BULLISH",98471,2025-08-29,1,0.75,0.4,0.72,"High","BUY",0.68186709410511,0.109744808571413,9,0.344965285067595,"Good",0.205958589958027,1.6921788721811,1.68006342686713
"PDMJEPAPER",132.48,-1.6,-0.35,6.18,60,55,"BULLISH",206840,2025-08-29,1,0.6,0.6,0.72,"High","HOLD",0.514879885967821,0.0501705106929876,7,0.103418739486979,"Moderate",0.141853683127556,1.32815985614434,1.10783632390667
"SOLARA",612.95,0.14,-5.02,-11.5,60,47.7,"BULLISH",45322,2025-08-29,1,0.6,0.2,0.6,"Medium","HOLD",0.452782693691552,-0.0248904020991176,8,-0.0454854073732232,"Poor",0.180306017573457,0.243977062730119,0.801930034370162
"ESILVER",118.7,0.76,3.97,5.83,85,64.2,"STRONG_BULLISH",234872,2025-08-29,1,0.85,0.6,0.82,"Very High","STRONG_BUY",0.901465831836685,0.290513740340248,14,2.948355334555,"Excellent",0.0591599298408255,2.80063005932607,1.6711637416156
"NAVKARCORP",117.02,-1.48,-5.83,2.63,35,44.2,"BULLISH",235914,2025-08-29,1,0.35,0.6,0.62,"Medium","WEAK_HOLD",0.488295869436115,0.0397016796865501,4,0.0775871784400095,"Fair",0.140857924171723,1.26260917261243,0.908235771767795
"PRUDENT",2803,-1.09,0.64,0.91,50,50.9,"STRONG_BULLISH",9948,2025-08-29,1,0.5,0.2,0.56,"Medium","HOLD",0.513576716324314,0.0525828136946075,8,0.108100938954366,"Moderate",0.18577459002845,0.86769344843924,1.16274118586443
"MUFTI",120.61,-3.53,-0.59,-28.55,17,35.3,"STRONG_BEARISH",229086,2025-08-29,0.7,0.17,0.6,0.458,"Low","SELL",0.352616175916046,-0.109487604256719,3,-0.169123169568909,"Poor",0.209005189361051,0.608246047492139,1.11898149000481
"PURVA",287.6,0.26,-0.6,-0.67,45,53,"BULLISH",96178,2025-08-29,1,0.45,0.4,0.6,"Medium","WEAK_HOLD",0.515980619285256,-0.0704502023640089,4,-0.145552441019978,"Poor",0.11817806167528,0.572603198583238,1.00500552682206
"JAGSNPHARM",233.85,0.54,-5.91,-5.05,27,39.1,"BULLISH",115066,2025-08-29,0.7,0.27,0.6,0.498,"Low","SELL",0.375949021801353,-0.0627877723774873,1,-0.100613210412276,"Poor",0.257512870244682,0.397895379341208,0.722578279278241
"AWHCL",572.15,0.25,-3.88,-13.43,17,38.3,"STRONG_BEARISH",47853,2025-08-29,0.7,0.17,0.2,0.338,"Low","SELL",0.417163315461949,-0.0944255837472156,3,-0.162010364570748,"Poor",0.496911627065856,0.64038963674102,1.17826177468523
"SATIN",135.29,0.9,-3.37,-18.15,13,27,"STRONG_BEARISH",202706,2025-08-29,0.5,0.13,0.6,0.382,"Low","SELL",0.403465176420286,-0.0903384311706759,2,-0.151438654710162,"Poor",0.487885723880026,0.593724976386875,0.946242597512901
"POKARNA",884.3,-0.75,-5.92,-12.96,17,35.7,"BULLISH",30497,2025-08-29,0.7,0.17,0.2,0.338,"Low","SELL",0.320453336788341,-0.189346141950227,3,-0.278635967477706,"Poor",0.379566037794575,0.737122798804194,0.6607881402364
"FCL",238.45,0.7,-7.34,-14.69,20,40.2,"BULLISH",113350,2025-08-29,1,0.2,0.6,0.56,"Medium","SELL",0.420493037486449,-0.113882149895653,4,-0.196515585251472,"Poor",0.241675582714379,0.528623533761129,0.866834975965321
"NIITLTD",107.28,-0.93,-3.32,-14.8,7,31.2,"STRONG_BEARISH",249013,2025-08-29,0.7,0.07,0.6,0.418,"Low","SELL",0.310465013887733,-0.153275901812594,4,-0.222288795927229,"Poor",0.243673119228333,0.437909015081823,0.612701580976136
"MOL",81.84,-0.57,-5.34,-19.46,17,32.4,"BULLISH",324597,2025-08-29,0.7,0.17,0.6,0.458,"Low","SELL",0.296560892881826,-0.170502758293878,2,-0.242384531324095,"Poor",0.297268664604053,0.438898800942116,0.876919832476415
"HEIDELBERG",205.53,-1.97,-6.59,-3.57,37,38.3,"STRONG_BULLISH",128496,2025-08-29,0.7,0.37,0.6,0.538,"Medium","WEAK_HOLD",0.425343000516295,0.0244879223871976,2,0.0426131107933925,"Fair",0.230597597872838,1.10050435550511,0.557273208862171
"SUPRAJIT",452.2,-0.18,-2.47,-2.92,40,50,"STRONG_BULLISH",58408,2025-08-29,1,0.4,0.4,0.58,"Medium","WEAK_HOLD",0.354508888488635,0.0178792959428392,2,0.0276987484784668,"Poor",0.167527289874852,0.605278730392456,0.630277695693076
"DYNAMATECH",6429.5,0.17,-2.31,-11.04,17,38.7,"STRONG_BEARISH",4101,2025-08-29,0.7,0.17,0.2,0.338,"Low","SELL",0.280022715078667,-0.160472956718877,4,-0.222886138326448,"Poor",0.360003174166195,0.134682910004631,0.533365452871658
"ICRA",6250,-0.32,-1.06,-10.5,40,41.7,"STRONG_BULLISH",4222,2025-08-29,1,0.4,0.2,0.52,"Medium","WEAK_HOLD",0.373860752442852,0.0227684243000113,4,0.0363631961881341,"Poor",0.191790372645482,1.0281690210104,0.83560595435556
"PSB",27.73,0.25,-4.84,-15.48,27,34.5,"BULLISH",948326,2025-08-29,0.7,0.27,0.8,0.558,"Medium","SELL",0.367198957130313,-0.145643318502698,1,-0.230156571554024,"Poor",0.189506850298494,0.789865921298042,1.10461890026927
"NITCO",113.85,-2.82,-9.02,-21.87,32,32,"BULLISH",227076,2025-08-29,0.7,0.32,0.6,0.518,"Medium","SELL",0.305219279369339,-0.0778572898008861,2,-0.11206023352262,"Poor",0.160708956280723,0.175142089114524,0.6861577661708
"TBZ",185.31,-0.75,-3.74,-5.56,20,42.4,"STRONG_BEARISH",140273,2025-08-29,1,0.2,0.6,0.56,"Medium","SELL",0.329196520335972,-0.162305848370306,4,-0.241957373941467,"Poor",0.191512297466397,0.347487769299187,0.670590213825926
"NOCIL",176.89,0.37,-1.31,-8.98,15,42.2,"STRONG_BEARISH",148285,2025-08-29,1,0.15,0.6,0.54,"Medium","SELL",0.385183926532045,-0.0956989491358399,1,-0.155654598611967,"Poor",0.279404578497633,0.430281395674683,1.15902236043476
"SHRIRAMPPS",85.7,-0.95,-5.7,-10.76,12,35.4,"STRONG_BEARISH",303069,2025-08-29,0.7,0.12,0.6,0.438,"Low","SELL",0.448706697812304,-0.062738669407554,2,-0.113802705671533,"Poor",0.175593712367117,0.216298190597445,0.650262625562027
"METROBRAND",1140.8,-0.33,-0.49,-2.73,15,45.2,"STRONG_BEARISH",22847,2025-08-29,1,0.15,0.2,0.42,"Low","SELL",0.44188730083406,-0.0685585707076825,2,-0.122840012080245,"Poor",0.186109356349334,0.761269315937534,0.643317210813984
"INNOVACAP",902.05,-0.04,0.05,-0.35,50,49.4,"STRONG_BULLISH",28678,2025-08-29,1,0.5,0.2,0.56,"Medium","HOLD",0.603070298023522,-0.017898250115104,4,-0.0450917379726969,"Poor",0.319712633593008,0.412847188580781,1.65624609515071
"MPSLTD",2150.2,-0.62,-1.03,-25.53,12,37.4,"STRONG_BEARISH",11997,2025-08-29,0.7,0.12,0.2,0.318,"Low","SELL",0.26794304670766,-0.165665028255899,3,-0.226300737273022,"Poor",0.482185080472846,0.316200866620056,0.742839317489415
"ARVSMART",589.45,-2.46,-1.71,-12.06,17,37.6,"STRONG_BEARISH",42803,2025-08-29,0.7,0.17,0.2,0.338,"Low","SELL",0.445940284989774,-0.179686762695201,1,-0.324309380067245,"Poor",0.433482094551437,0.695022060256451,0.609464634745382
"ASTEC",872.7,1.8,5.38,-5.42,60,53.6,"STRONG_BEARISH",29742,2025-08-29,1,0.6,0.2,0.6,"Medium","HOLD",0.596443289564922,-0.0249953872174956,8,-0.0619377316029459,"Poor",0.205665884225164,0.28708599654492,1.31354584789369
"CANTABIL",251.7,-0.81,-0.63,-11.39,25,43.8,"STRONG_BEARISH",99941,2025-08-29,1,0.25,0.4,0.52,"Medium","SELL",0.327089508250356,-0.0641413404257037,1,-0.0953192753153972,"Poor",0.223079596413299,0.740053833578713,0.557074258546345
"KAUSHALYA",1169.45,9.3,33.77,32.5,82,75,"BULLISH",21285,2025-08-29,0.7,0.82,0.2,0.598,"Medium","STRONG_BUY",0.467833857983351,-0.048573728883639,11,-0.0912754965950451,"Poor",0.154502411000431,0.249705796991475,0.759238616656512
"VASCONEQ",48.97,-2.16,-1.65,-17.14,25,41,"BULLISH",510196,2025-08-29,1,0.25,0.8,0.64,"Medium","SELL",0.275780147919431,-0.180495979846455,2,-0.249228158173128,"Poor",0.205710734077729,0.511711549549364,1.01327295037918
"KSL",830.65,-0.5,-4.47,-10.26,17,35.7,"STRONG_BEARISH",30615,2025-08-29,0.7,0.17,0.2,0.338,"Low","SELL",0.281673816777766,-0.0907421474927105,1,-0.126324432565807,"Poor",0.48595868749544,0.666439354605973,1.03563745734282
"MOMENTUM50",49.99,-0.48,-3.57,-6.39,27,31.2,"BULLISH",505493,2025-08-29,0.7,0.27,0.8,0.558,"Medium","SELL",0.296426728321239,-0.160725837934297,3,-0.228442216900589,"Poor",0.297865110496059,0.487195081799291,0.655393197690137
"RPPINFRA",131.47,3.16,17.11,-1.9,35,54.8,"STRONG_BEARISH",194586,2025-08-29,1,0.35,0.6,0.62,"Medium","WEAK_HOLD",0.378278541332111,-0.098916359199211,5,-0.159100764209025,"Poor",0.168655348569155,0.255789392720908,0.896104596927762
"KCP",196.94,0.32,-6.29,-6.16,17,39.9,"STRONG_BEARISH",127995,2025-08-29,0.7,0.17,0.6,0.458,"Low","SELL",0.335421483591199,-0.156036847771611,1,-0.234790689014131,"Poor",0.277061034180224,0.34498964373488,0.769662500172853
"ORIENTHOT",137.19,0.92,-1.39,-16.89,12,39.9,"STRONG_BEARISH",183704,2025-08-29,0.7,0.12,0.6,0.438,"Low","SELL",0.346054684696719,-0.0943928997032344,4,-0.144343720329976,"Poor",0.307592457253486,0.684440798428841,1.09011354399845
