"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","CONFIDENCE_CATEGORY","CONFIDENCE_ANALYSIS_DATE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","PERFORMANCE_CATEGORY","RISK_PERFORMANCE"
1526,"SETF10GILT","SBIAMC - SETF10GILT","MICRO_CAP",255.98,0.17,-0.31,-0.64,32,42.9,"BEARISH",2.65,2,12,0,NA,NA,NA,NA,NA,3990127.38,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.315702052833512,-0.120870761119295,2,-0.17663469782394,"Negative","Negative"
1565,"NOVAAGRI","NOVA AGRITECH LIMITED","MICRO_CAP",50.77,-0.1,-2.76,-10,32,42.9,"BEARISH",6.58,3,8,0,NA,NA,NA,NA,NA,3498101.15,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.30368846594356,-0.0782472586492076,1,-0.112373922909721,"Negative","Negative"
1637,"NIFTY50ADD","DSPAMC - DSPN50ETF","MICRO_CAP",255.22,-0.22,-1.64,-1.47,32,39.9,"BULLISH",2.62,1,8,0,NA,NA,NA,NA,NA,2425306.94,"SELL","2025-08-29",0.7,0.32,0.5,0.488,"Medium",2025-09-01,0.404464127263054,-0.174520825757645,4,-0.293048385071394,"Negative","Negative"
1678,"KOHINOOR","KOHINOOR FOODS LIMITED","MICRO_CAP",34.05,-0.82,-2.52,-3.35,32,40.2,"BEARISH",0.34,1,12,0,NA,NA,NA,NA,NA,1961923.94,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.331382355000824,-0.131367334816605,2,-0.196476021533603,"Negative","Negative"
1684,"TNIDETF","TATAAML - TNIDETF","MICRO_CAP",91.89,-0.78,-2.29,-0.18,32,47.3,"BULLISH",2.27,1,10,0,NA,NA,NA,NA,NA,1902372.8,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.383325626142323,-0.0924117600196041,3,-0.149855035229552,"Negative","Negative"
1712,"MUNJALSHOW","MUNJAL SHOWA LTD","MICRO_CAP",135.8,0.53,-2.6,-9.54,32,45.7,"BULLISH",4.5,1,10,0,NA,NA,NA,NA,NA,1632573.14,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.348159366194159,-0.0950765287736431,3,-0.145858548612609,"Negative","Negative"
1715,"NIPPOBATRY","INDO-NATIONAL LIMITED","MICRO_CAP",462.45,-1.34,-5.17,1.12,32,43.9,"BULLISH",0.83,2,8,0,NA,NA,NA,NA,NA,1617731.5,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.267565413424745,-0.15656480495818,1,-0.213759437126326,"Negative","Negative"
1775,"UTISENSETF","UTIAMC - UTISENSETF","MICRO_CAP",880.41,-0.09,-1.67,-1.66,32,38.9,"BULLISH",2.75,1,8,0,NA,NA,NA,NA,NA,1194868.37,"SELL","2025-08-29",0.7,0.32,0.5,0.488,"Medium",2025-09-01,0.270939104771242,-0.127558550063986,1,-0.174962819839572,"Negative","Negative"
1805,"ALPA","ALPA LABORATORIES LTD","MICRO_CAP",94.44,0.03,-3.48,-8.96,32,39.1,"STRONG_BEARISH",-0.62,0,11,20,60.89,60.22,67,59.77,54,1040128.06,"SELL","2025-08-29",0.7,0.32,0.3,0.428,"Medium",2025-09-01,0.436189380148426,-0.128317600651644,1,-0.227589896560346,"Negative","Negative"
1827,"MAKEINDIA","MIRAEAMC - MAMFGETF","MICRO_CAP",144.83,0.03,-1.62,-0.35,32,47.4,"BULLISH",4.61,1,10,0,NA,NA,NA,NA,NA,899253.9,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.403976519173011,-0.0519873705459759,3,-0.0872236954051589,"Negative","Negative"
2008,"NIF10GETF","UTIAMC - NIF10GETF","MICRO_CAP",25.65,0.23,-0.97,-1.19,32,37.7,"BEARISH",2.42,4,8,0,NA,NA,NA,NA,NA,147356.65,"SELL","2025-08-29",0.7,0.32,0.5,0.488,"Medium",2025-09-01,0.420890761446208,-0.0889699418679811,1,-0.153632399459151,"Negative","Negative"
2036,"MON50EQUAL","MOTILALAMC - MON50EQUAL","MICRO_CAP",31.32,-0.22,-1.45,0.13,32,45.4,"NEUTRAL",3.8,3,10,0,NA,NA,NA,NA,NA,92974.47,"SELL","2025-08-29",1,0.32,0.5,0.578,"Medium",2025-09-01,0.333962010219693,-0.184339438437019,2,-0.276770156155542,"Negative","Negative"
2065,"ARVEE","ARVEE LABORATORIES I LTD","MICRO_CAP",160.8,0.01,-0.01,-7.09,32,41.5,"BEARISH",-1.8,0,12,15,53.5,51.3,55,53.64,56.67,8200.79,"SELL","2025-08-29",1,0.32,0.3,0.518,"Medium",2025-09-01,0.434949078178033,-0.111342545552179,4,-0.197048692873844,"Negative","Negative"
165,"EDELWEISS","EDELWEISS FIN SERV LTD","SMALL_CAP",107.16,-3.16,14.17,3.09,31.3,57.5,"BULLISH",3.93,2,2,0,NA,NA,NA,NA,NA,895570339.78,"SELL","2025-08-29",1,0.313,0.5,0.5752,"Medium",2025-09-01,0.355448656948283,-0.14246668801643,2,-0.221032334432664,"Negative","Negative"
171,"AJANTPHARM","AJANTA PHARMA LIMITED","SMALL_CAP",2477.6,-1.22,-6.1,-11.53,31.3,31.7,"BEARISH",-0.44,5,6,0,10,10,10,10,10,869735801.3,"SELL","2025-08-29",0.7,0.313,0.3,0.4252,"Medium",2025-09-01,0.283060309709981,-0.160954506346025,2,-0.224502156214722,"Negative","Negative"
378,"ATUL","ATUL LTD","MICRO_CAP",6278.5,-0.52,-3.37,-6.77,31.3,34.8,"BEARISH",-7.33,1,10,15,54.54,56.09,53,55.55,51.67,296048550.5,"SELL","2025-08-29",0.7,0.313,0.3,0.4252,"Medium",2025-09-01,0.317354068206623,-0.0583055761293508,2,-0.085411153006034,"Negative","Negative"
480,"OMINFRAL","OM INFRA LIMITED","MICRO_CAP",110.6,8.21,1.52,-5.98,31.3,44.3,"STRONG_BEARISH",-9.34,5,16,0,NA,NA,NA,NA,NA,190341629.66,"SELL","2025-08-29",1,0.313,0.3,0.5152,"Medium",2025-09-01,0.444317020708695,-0.160118707071524,1,-0.288147582414226,"Negative","Negative"
640,"BAYERCROP","BAYER CROPSCIENCE LTD","MICRO_CAP",5231.5,-0.71,-5.21,-17.42,31.3,20.3,"BEARISH",-3.98,0,10,15,51.4,50,44.17,54.57,63,108354629.5,"SELL","2025-08-29",0.3,0.313,0.3,0.3052,"Low",2025-09-01,0.387091475911438,-0.164280214952305,4,-0.268033823149387,"Negative","Negative"
692,"TAJGVK","TAJ GVK HOTELS & RESORTS","MICRO_CAP",408.75,-1.17,-6.92,-1.68,31.3,44.4,"BULLISH",7.24,3,6,0,NA,NA,NA,NA,NA,90592271.6,"SELL","2025-08-29",1,0.313,0.5,0.5752,"Medium",2025-09-01,0.427203672612086,-0.057174482929986,4,-0.0998164272294047,"Negative","Negative"
712,"CONCORDBIO","CONCORD BIOTECH LIMITED","MICRO_CAP",1681.7,-0.83,-4.86,-7.8,31.3,43.8,"BULLISH",-12.71,0,8,20,68.6,74.78,76,57.95,54,84738361.1,"SELL","2025-08-29",1,0.313,0.1,0.4552,"Medium",2025-09-01,0.380831623543054,-0.17979472988518,3,-0.290380996061225,"Negative","Negative"
820,"MIDCAPETF","MIRAEAMC - MAM150ETF","MICRO_CAP",21.14,-0.42,-2.89,-3.51,31.3,36.6,"BULLISH",1.04,2,6,0,NA,NA,NA,NA,NA,57574178.27,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.425264492863789,-0.156097787595354,4,-0.271599345537493,"Negative","Negative"
912,"ROLEXRINGS","ROLEX RINGS LIMITED","MICRO_CAP",1361.8,-2.35,-1.72,-5.25,31.3,40.3,"BULLISH",-5.52,5,8,0,NA,NA,NA,NA,NA,41815035.8,"SELL","2025-08-29",1,0.313,0.3,0.5152,"Medium",2025-09-01,0.419205636577681,-0.110478166781832,2,-0.190219075355417,"Negative","Negative"
1127,"GPTHEALTH","GPT HEALTHCARE LIMITED","MICRO_CAP",148.13,0.08,-6.05,-14.26,31.3,35.1,"BULLISH",3.87,1,10,0,NA,NA,NA,NA,NA,19642384.61,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.272621245170012,-0.0544161411933601,4,-0.0748112875610161,"Negative","Negative"
1382,"UTINEXT50","UTIAMC - UTINEXT50","MICRO_CAP",70.46,-0.49,-2.87,-2.41,31.3,36.5,"BULLISH",2.4,2,6,0,NA,NA,NA,NA,NA,7797971.34,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.301036662328988,-0.125572346453555,2,-0.17965512593546,"Negative","Negative"
1411,"HDFCMID150","HDFCAMC - HDFCMID150","MICRO_CAP",21.02,-0.47,-3.09,-3.22,31.3,35.6,"BULLISH",1.17,2,6,0,NA,NA,NA,NA,NA,7008931.81,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.34457623581402,-0.120932093739975,4,-0.184509778784372,"Negative","Negative"
1431,"SANGHIIND","SANGHI INDUSTRIES LTD","MICRO_CAP",62.84,-0.17,-4.72,-8.76,31.3,34.9,"BULLISH",8.02,3,8,0,NA,NA,NA,NA,NA,6389544.52,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.43059171596542,-0.0814167773700319,2,-0.142984883874797,"Negative","Negative"
1486,"CHEMFAB","CHEMFAB ALKALIS LIMITED","MICRO_CAP",656.85,-2.39,-5.33,-15.71,31.3,34.1,"STRONG_BEARISH",-8.13,0,10,25,71.93,76.96,86,61.36,49.17,4918563.4,"SELL","2025-08-29",0.7,0.313,0.3,0.4252,"Medium",2025-09-01,0.364934175089002,-0.103167364874389,4,-0.16245145121586,"Negative","Negative"
1593,"CORDSCABLE","CORDS CABLE INDUS LTD.","MICRO_CAP",173.59,-2.06,-4.43,-15.2,31.3,36.7,"BULLISH",-7.99,0,8,15,53.65,51.09,55,56.82,54,2945391.56,"SELL","2025-08-29",0.7,0.313,0.3,0.4252,"Medium",2025-09-01,0.353167026583105,-0.160362387716305,3,-0.247919315042321,"Negative","Negative"
1599,"HDFCSENSEX","HDFCAMC - HDFCSENSEX","MICRO_CAP",89.92,-0.34,-1.79,-1.9,31.3,37.6,"BULLISH",2.41,2,6,0,NA,NA,NA,NA,NA,2864902.17,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.26711531332694,-0.0802156430319883,4,-0.109451929465368,"Negative","Negative"
1655,"MULTICAP","MIRAEAMC - MULTICAP","MICRO_CAP",15.73,-0.32,-2.54,-2.84,31.3,37.5,"BULLISH",1.65,2,6,0,NA,NA,NA,NA,NA,2232144.97,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.263122040731832,-0.135890847595874,3,-0.184414319748191,"Negative","Negative"
1658,"AONENIFTY","AONEAMC - AONENIFTY","MICRO_CAP",10.01,-0.3,-1.77,-1.48,31.3,40.1,"NEUTRAL",2.59,1,8,0,10,10,10,10,10,2167860.48,"SELL","2025-08-29",1,0.313,0.5,0.5752,"Medium",2025-09-01,0.334033073438331,-0.121709959465079,4,-0.182756762551944,"Negative","Negative"
1761,"OILCOUNTUB","OIL COUNTRY TUBULAR LTD","MICRO_CAP",80.72,-1.44,-3.43,-8.57,31.3,36.7,"BEARISH",5.41,3,10,0,NA,NA,NA,NA,NA,1297544.2,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,"Medium",2025-09-01,0.298347638733685,-0.187393669842277,4,-0.267074808248455,"Negative","Negative"
1821,"HMVL","HINDUSTAN MEDIA VENT LTD","MICRO_CAP",85.46,-0.44,-2.86,-4.33,31.3,40.1,"BEARISH",4.68,1,10,0,NA,NA,NA,NA,NA,936316.82,"SELL","2025-08-29",1,0.313,0.5,0.5752,"Medium",2025-09-01,0.406313690450043,-0.144280672259629,2,-0.243025095810278,"Negative","Negative"
1834,"MURUDCERA","MURUDESHWAR CERAMICS LTD","MICRO_CAP",42.68,-0.72,-3.33,0.26,31.3,45.7,"BULLISH",4.19,2,8,0,NA,NA,NA,NA,NA,841331.71,"SELL","2025-08-29",1,0.313,0.5,0.5752,"Medium",2025-09-01,0.392899280413985,-0.151070908387192,3,-0.248839942884943,"Negative","Negative"
2053,"MODIRUBBER","MODI RUBBER LTD","MICRO_CAP",112.13,-0.92,NA,NA,31.3,42.1,"BULLISH",13.54,6,0,0,NA,NA,NA,NA,NA,53024.23,"SELL","2025-08-29",1,0.313,0.7,0.6352,"High",2025-09-01,0.37471648757346,-0.0674367827828973,2,-0.107849929580256,"Negative","Negative"
49,"BDL","BHARAT DYNAMICS LIMITED","LARGE_CAP",1435.7,0.48,-5.4,-11.39,30.7,29.7,"BEARISH",-21.1,0,9,25,73.31,74.78,94,58.86,54.17,2495381965.1,"SELL","2025-08-29",0.3,0.307,0.1,0.2428,"Low",2025-09-01,0.277073237020522,-0.0774849560577422,4,-0.107182303970038,"Negative","Negative"
79,"LUPIN","LUPIN LIMITED","MID_CAP",1894.9,-0.39,-4.04,-4.52,30.7,42.4,"BEARISH",0.55,1,10,0,NA,NA,NA,NA,NA,1646440086.1,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.369065010268241,-0.18513164423639,2,-0.293424278648895,"Negative","Negative"
82,"PNB","PUNJAB NATIONAL BANK","MID_CAP",100.88,-0.56,-4.19,-6.68,30.7,32.5,"BULLISH",-0.78,1,6,0,NA,NA,NA,NA,NA,1599439700.37,"SELL","2025-08-29",0.7,0.307,0.3,0.4228,"Medium",2025-09-01,0.256173581490293,-0.0611760650761425,2,-0.0822450823926257,"Negative","Negative"
88,"COFORGE","COFORGE LIMITED","MID_CAP",1724.3,-0.74,-1.34,-1.44,30.7,41,"BEARISH",-2.38,0,8,15,54.71,51.3,53,58.18,62,1509007142.2,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.435204871138558,-0.056518352823332,2,-0.100068768187265,"Negative","Negative"
118,"GENUSPOWER","GENUS POWER INFRASTRU LTD","MID_CAP",327.55,-5.96,-8.7,-7.98,30.7,30.5,"BEARISH",-4.96,5,10,0,NA,NA,NA,NA,NA,1251591669.75,"SELL","2025-08-29",0.7,0.307,0.3,0.4228,"Medium",2025-09-01,0.32920555123128,-0.0756231843843125,3,-0.112736747483708,"Negative","Negative"
198,"PREMIERENE","PREMIER ENERGIES LIMITED","SMALL_CAP",994.1,-0.85,-1.44,-7.11,30.7,42.5,"BULLISH",2.96,1,8,0,NA,NA,NA,NA,NA,701772248.6,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.295047434093431,-0.0655714950058609,1,-0.0930154710785908,"Negative","Negative"
217,"BALKRISIND","BALKRISHNA IND. LTD","SMALL_CAP",2289.4,-1.27,-4.45,-17.02,30.7,23.9,"STRONG_BEARISH",-2.74,1,10,15,51.38,50.22,47,55.23,56.67,600175408.6,"SELL","2025-08-29",0.3,0.307,0.3,0.3028,"Low",2025-09-01,0.388856063596904,-0.197299716877751,4,-0.322836741274018,"Negative","Negative"
287,"NAVINFLUOR","NAVIN FLUORINE INT. LTD","SMALL_CAP",4687.5,-0.41,-6.82,-9.68,30.7,35.7,"BULLISH",2.47,1,8,0,NA,NA,NA,NA,NA,434819617.5,"SELL","2025-08-29",0.7,0.307,0.5,0.4828,"Medium",2025-09-01,0.4072274829261,-0.0685521943494677,4,-0.115646715012804,"Negative","Negative"
387,"DELTACORP","DELTA CORP LIMITED","MICRO_CAP",84.86,-3.56,-3.57,-0.16,30.7,45.4,"BEARISH",-0.38,0,8,15,50.21,50.65,47,52.73,51,284579064.66,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.416397047555074,-0.0644183978787623,2,-0.110380520881346,"Negative","Negative"
413,"SCI","SHIPPING CORP OF INDIA LT","MICRO_CAP",211.5,-0.95,-2.27,-1.87,30.7,47.5,"BULLISH",-1.15,0,12,0,NA,NA,NA,NA,NA,254712837.3,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.421431221161038,-0.0692582017392851,2,-0.11970608209843,"Negative","Negative"
465,"TDPOWERSYS","TD POWER SYSTEMS LTD.","MICRO_CAP",501.85,-0.43,-3.11,-2.78,30.7,49,"STRONG_BULLISH",-0.91,0,10,0,NA,NA,NA,NA,NA,202314944.95,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.262650047848001,-0.0555815128493123,4,-0.0753800996217527,"Negative","Negative"
478,"GILLETTE","GILLETTE INDIA LTD","MICRO_CAP",10095,1.64,-2.89,-5.14,30.7,41.1,"BEARISH",0.95,1,11,0,NA,NA,NA,NA,NA,191800248,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.269117172108963,-0.0501439594314434,2,-0.0686073848199906,"Negative","Negative"
490,"TARIL","TRANS & RECTI. LTD","MICRO_CAP",490.2,-0.26,-1.75,-4.24,30.7,43.8,"BEARISH",4.16,1,10,0,NA,NA,NA,NA,NA,185773114.75,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.398755851853639,-0.0942189695895649,2,-0.156706672123201,"Negative","Negative"
539,"AARTIPHARM","AARTI PHARMALABS LIMITED","MICRO_CAP",841.35,-0.54,-2.54,-11.11,30.7,47.2,"BEARISH",-0.9,0,4,15,55.42,55.53,57,59.77,46.67,155489554.65,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.254651522263885,-0.164351264503784,4,-0.220502582903204,"Negative","Negative"
565,"SOUTHBANK","THE SOUTH INDIAN BANK LTD","MICRO_CAP",29.27,0,-2.11,-2.98,30.7,44.9,"BULLISH",2.36,1,10,0,NA,NA,NA,NA,NA,145079334.71,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.308893725695088,-0.129280598869082,4,-0.187063268958319,"Negative","Negative"
639,"NSLNISP","NMDC STEEL LIMITED","MICRO_CAP",37.82,0.08,-2.4,1.39,30.7,46.6,"BULLISH",3.39,2,10,0,NA,NA,NA,NA,NA,108757291.66,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.416323399776593,-0.0578318867716007,1,-0.0990820717319575,"Negative","Negative"
713,"HONASA","HONASA CONSUMER LIMITED","MICRO_CAP",292.95,-0.1,-2.37,8.82,30.7,57.3,"BULLISH",-1.14,3,10,0,NA,NA,NA,NA,NA,84728326.25,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.286231921100989,-0.17530679210322,4,-0.245607498129688,"Negative","Negative"
735,"RGL","RENAISSANCE GLOBAL LTD","MICRO_CAP",111.11,1.94,-3.13,-2.34,30.7,47.6,"BEARISH",-5.4,1,13,0,NA,NA,NA,NA,NA,80775950.87,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.330203376617283,-0.114675278856885,3,-0.171209102664228,"Negative","Negative"
983,"GREENPOWER","ORIENT GREEN POWER CO LTD","MICRO_CAP",13.62,-0.95,-4.49,-2.16,30.7,43.6,"BULLISH",3.29,1,8,0,NA,NA,NA,NA,NA,33036995.56,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.309782925015315,-0.158719690702856,1,-0.229956192704125,"Negative","Negative"
1118,"MOSMALL250","MOTILALAMC - MOSMALL250","MICRO_CAP",16.59,-0.24,-2.87,-4.16,30.7,33.4,"BULLISH",0.31,2,8,0,NA,NA,NA,NA,NA,20227190.89,"SELL","2025-08-29",0.7,0.307,0.5,0.4828,"Medium",2025-09-01,0.448338875267655,-0.170993856096175,4,-0.309961765348496,"Negative","Negative"
1182,"NSIL","NALWA SONS INVESTMENT LTD","MICRO_CAP",6691.5,0.34,-0.77,-1.06,30.7,41.5,"BEARISH",3.44,1,10,0,NA,NA,NA,NA,NA,16497094.5,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.339850973570719,-0.0848089232807979,1,-0.128469360531403,"Negative","Negative"
1221,"HDFCNIFBAN","HDFCAMC - HDFCNIFBAN","MICRO_CAP",55.09,-0.38,-2.75,-4.21,30.7,27.9,"BEARISH",0.47,6,6,0,NA,NA,NA,NA,NA,14605790.32,"SELL","2025-08-29",0.3,0.307,0.5,0.3628,"Low",2025-09-01,0.374999621091411,-0.156979199091438,2,-0.25116656627563,"Negative","Negative"
1288,"ABSLBANETF","BIRLASLAMC - ABSLBANETF","MICRO_CAP",54.78,-0.36,-2.77,-4.33,30.7,27.8,"BEARISH",0.28,6,6,0,10,10,10,10,10,11652005.85,"SELL","2025-08-29",0.3,0.307,0.5,0.3628,"Low",2025-09-01,0.351039752690122,-0.172158957610372,3,-0.265284288712628,"Negative","Negative"
1420,"NIF100BEES","NIP IND ETF NIFTY 100","MICRO_CAP",264.83,-0.25,-1.69,-1.66,30.7,40.2,"BULLISH",2.25,1,8,0,NA,NA,NA,NA,NA,6747904.28,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.347803299780935,-0.192618701187894,3,-0.29533835593341,"Negative","Negative"
1436,"BODALCHEM","BODAL CHEMICALS LTD","MICRO_CAP",64.67,0.48,-3.13,-16.23,30.7,32.6,"BEARISH",-3.12,0,10,20,69.07,68.7,94,55.45,46.67,6269920.4,"SELL","2025-08-29",0.7,0.307,0.3,0.4228,"Medium",2025-09-01,0.337537258723751,-0.079538005834911,4,-0.120064119654004,"Negative","Negative"
1447,"RANEHOLDIN","RANE HOLDINGS LIMITED","MICRO_CAP",1503.5,0.33,-0.34,-1.83,30.7,48.3,"BULLISH",0.29,1,10,0,NA,NA,NA,NA,NA,6012688,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.25834663817659,-0.0710985086858272,1,-0.095864877509658,"Negative","Negative"
1473,"BCONCEPTS","BRAND CONCEPTS LIMITED","MICRO_CAP",277.65,0.6,-5.88,-16.24,30.7,25.1,"STRONG_BEARISH",-15.11,5,13,15,53.21,50.22,55,56.36,54,5117212.55,"SELL","2025-08-29",0.3,0.307,0.1,0.2428,"Low",2025-09-01,0.290223975200206,-0.112077388365287,1,-0.157905289061998,"Negative","Negative"
1495,"PRABHA","PRABHA ENERGY LIMITED","MICRO_CAP",249.25,1.67,-2.92,-3.58,30.7,40.2,"BEARISH",3.76,1,11,0,NA,NA,NA,NA,NA,4776412.7,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.291828656569123,-0.0658413082244806,4,-0.0929736974465802,"Negative","Negative"
1523,"SUMIT","SUMIT WOODS LIMITED","MICRO_CAP",92.2,0.6,-6.16,8.43,30.7,44.5,"BEARISH",-1.05,3,13,0,NA,NA,NA,NA,NA,4084580.73,"SELL","2025-08-29",1,0.307,0.3,0.5128,"Medium",2025-09-01,0.370310388412327,-0.144431965053082,4,-0.229370093447971,"Negative","Negative"
1584,"MIDSELIETF","ICICI PRUD MIDCAP SEL ETF","MICRO_CAP",17.05,-0.29,-2.79,-2.57,30.7,39.1,"BULLISH",1.23,1,6,0,NA,NA,NA,NA,NA,3107668.43,"SELL","2025-08-29",0.7,0.307,0.5,0.4828,"Medium",2025-09-01,0.266798730567098,-0.0693005198030733,1,-0.0945177302498044,"Negative","Negative"
1588,"METAL","MIRAEAMC - METAL","MICRO_CAP",9.2,-0.65,-2.34,-2.34,30.7,42,"BULLISH",4.02,1,8,0,NA,NA,NA,NA,NA,3005096.03,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.370984971756116,-0.0951772919623181,2,-0.151311634362757,"Negative","Negative"
1596,"INTLCONV","INTL CONVEYORS LIMITED","MICRO_CAP",87.51,0.26,-1.86,-1.24,30.7,45.9,"BULLISH",1.31,1,10,0,NA,NA,NA,NA,NA,2929442.67,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.449561077542603,-0.0536666290718131,1,-0.0974978819307001,"Negative","Negative"
1680,"BANARBEADS","BANARAS BEADS LTD","MICRO_CAP",98.62,-2.45,-7.61,-16.2,30.7,27.2,"STRONG_BEARISH",-13.53,3,10,15,51.2,50.71,47,55.5,53.75,1940034.47,"SELL","2025-08-29",0.3,0.307,0.1,0.2428,"Low",2025-09-01,0.366286536678672,-0.166894105798565,1,-0.26335893973889,"Negative","Negative"
1760,"ALBERTDAVD","ALBERT DAVID LIMITED","MICRO_CAP",801.4,0.71,-1.1,-10.5,30.7,36,"BEARISH",-1.61,0,13,15,52.74,51.09,51,57.27,54,1302206.15,"SELL","2025-08-29",0.7,0.307,0.3,0.4228,"Medium",2025-09-01,0.270067519089207,-0.131813101435546,4,-0.180582594805306,"Negative","Negative"
1903,"MOTOGENFIN","MOTOR & GENERAL FINANCE L","MICRO_CAP",25.9,0.31,-4.36,-0.58,30.7,44.5,"STRONG_BEARISH",1.54,1,15,0,NA,NA,NA,NA,NA,517446.47,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.326500190934166,-0.17961906848941,4,-0.266695054804169,"Negative","Negative"
2034,"UMESLTD","USHA MARTIN EDU & SOL LTD","MICRO_CAP",5.88,0.51,2.26,0.86,30.7,51.2,"BEARISH",4.61,2,11,0,NA,NA,NA,NA,NA,94784.62,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.396565898275003,-0.0797396050998941,4,-0.132143020873278,"Negative","Negative"
2035,"NEXT30ADD","DSPAMC - NEXT30ADD","MICRO_CAP",38.05,-0.31,-1.93,-1.53,30.7,42,"BULLISH",3.92,1,8,0,NA,NA,NA,NA,NA,94168.82,"SELL","2025-08-29",1,0.307,0.5,0.5728,"Medium",2025-09-01,0.362381001096219,-0.0945308072608896,4,-0.148255945044628,"Negative","Negative"
2,"BSE","BSE LIMITED","LARGE_CAP",2096.2,-3.77,-10.14,-14.7,30,27.1,"STRONG_BEARISH",-16.81,3,4,20,61.34,64.35,60,57.05,61.25,17336482817,"SELL","2025-08-29",0.3,0.3,0.1,0.24,"Low",2025-09-01,0.432023996766657,-0.123721012973692,4,-0.217827887568101,"Negative","Negative"
94,"IOC","INDIAN OIL CORP LTD","MID_CAP",136.62,-1.35,-2.38,-8.33,30,31.4,"BEARISH",0.6,2,10,0,NA,NA,NA,NA,NA,1453046774.81,"SELL","2025-08-29",0.7,0.3,0.5,0.48,"Medium",2025-09-01,0.264017659612,-0.129952282330487,3,-0.17656983761591,"Negative","Negative"
223,"BANDHANBNK","BANDHAN BANK LIMITED","SMALL_CAP",161.8,-0.69,-6.6,-3.85,30,37.7,"BULLISH",-6.9,0,4,20,65.58,70.71,70,56.47,56.67,569385289.58,"SELL","2025-08-29",0.7,0.3,0.3,0.42,"Medium",2025-09-01,0.324608058808371,-0.144826767325867,2,-0.214433662134525,"Negative","Negative"
