Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
29 OCT 2025,APOLLO,EQ,APOLLO MICRO SYSTEMS LTD ,Listed    ,29 OCT 2025,               1.00,         333532454,            285.40,    95190162371.60    
29 OCT 2025,APOLLOHOSP,EQ,APOLLO HOSPITALS ENTER. L,Listed    ,29 OCT 2025,               5.00,         143784657,           7858.50,  1129931727034.50
29 OCT 2025,APOLLOPIPE,EQ,APOLLO PIPES LIMITED     ,Listed    ,29 OCT 2025,              10.00,          44048206,            309.90,    13650539039.40
29 OCT 2025,APOLLOTYRE,EQ,APOLLO TYRES LTD         ,Listed    ,29 OCT 2025,               1.00,         635100946,            505.55,   321075283250.30
29 OCT 2025,APOLSINHOT,EQ,APOLLO SINDOORI HOTEL LTD,Listed    ,29 OCT 2025,               5.00,           2600400,           1306.40,     3397162560.00
29 OCT 2025,APRAMEYA,SM,APRAMEYA ENGINEERING LTD ,Listed    ,29 OCT 2025,              10.00,          19040000,            274.00,     5216960000.00  
29 OCT 2025,APS,SM,AUSTRALIAN PREM SOLAR I L,Listed    ,29 OCT 2025,              10.00,          20090000,            522.30,    10493007000.00       
29 OCT 2025,APTECHT,EQ,APTECH LIMITED           ,Listed    ,29 OCT 2025,              10.00,          58031549,            107.65,     6248256880.85   
29 OCT 2025,APTUS,EQ,APTUS VALUE HSG FIN I LTD,Listed    ,29 OCT 2025,               2.00,         500638236,            316.85,   158627225076.60     
29 OCT 2025,ARABIAN,SM,ARABIAN PETROLEUM LIMITED,Listed    ,29 OCT 2025,              10.00,          10892000,             72.80,      792937600.00   
29 OCT 2025,ARCHIDPLY,EQ,ARCHIDPLY IND. LTD       ,Listed    ,29 OCT 2025,              10.00,          19865000,            101.15,     2009146100.00 
29 OCT 2025,ARCHIES,EQ,ARCHIES LTD              ,Listed    ,29 OCT 2025,               2.00,          33780000,             20.30,      685058400.00   
29 OCT 2025,ARCIIL,SM,ARC INSULATION & INSU LTD,Listed    ,29 OCT 2025,              10.00,          10297380,            108.50,     1117265730.00    
29 OCT 2025,ARE&M,EQ,AMARA RAJA ENERGY MOB LTD,Listed    ,29 OCT 2025,               1.00,         183025364,           1013.30,   185459601341.20     
29 OCT 2025,ARENTERP,EQ,RAJDARSHAN INDUSTRIES LTD,Listed    ,29 OCT 2025,              10.00,           3108300,             45.70,      142111476.00  
29 OCT 2025,ARFIN,BE,ARFIN INDIA LIMITED      ,Listed    ,29 OCT 2025,               1.00,         168722482,             55.00,     9278049285.20     
29 OCT 2025,ARHAM,SM,ARHAM TECHNOLOGIES LTD   ,Listed    ,29 OCT 2025,              10.00,          16920000,            109.70,     1856124000.00     
29 OCT 2025,ARIES,EQ,ARIES AGRO LTD.          ,Listed    ,29 OCT 2025,              10.00,          13004339,            400.00,     5201735600.00     
29 OCT 2025,ARIHANTACA,ST,ARIHANT ACADEMY LIMITED  ,Listed    ,29 OCT 2025,              10.00,           6055200,            465.00,     2815668000.00
29 OCT 2025,ARIHANTCAP,EQ,ARIHANT CAPITAL MKTS LTD ,Listed    ,29 OCT 2025,               1.00,         104112800,            106.60,    11096342224.00
29 OCT 2025,ARIHANTSUP,EQ,ARIHANT SUPERSTRUCT LTD  ,Listed    ,29 OCT 2025,              10.00,          41159991,            414.75,    17071106267.25
29 OCT 2025,ARISINFRA,EQ,ARISINFRA SOLUTIONS LTD  ,Listed    ,29 OCT 2025,               2.00,          81048526,            166.20,    13470265021.20 
29 OCT 2025,ARISTO,SM,ARISTO BIO T AND LIFESC L,Listed    ,29 OCT 2025,              10.00,           6807800,            131.30,      893864140.00    
29 OCT 2025,ARKADE,EQ,ARKADE DEVELOPERS LIMITED,Listed    ,29 OCT 2025,              10.00,         185663617,            172.05,    31941568668.70    
29 OCT 2025,ARMANFIN,EQ,ARMAN FIN SERV LTD       ,Listed    ,29 OCT 2025,              10.00,          10512621,           1648.10,    17325850670.10  
29 OCT 2025,AROGRANITE,EQ,ARO GRANITE IND. LTD.    ,Listed    ,29 OCT 2025,              10.00,          15300000,             36.45,      557379000.00
29 OCT 2025,ARROWGREEN,EQ,ARROW GREENTECH LIMITED  ,Listed    ,29 OCT 2025,              10.00,          15087938,            618.25,     9328117668.50
29 OCT 2025,ARSHIYA,BZ,ARSHIYA LIMITED          ,Listed    ,29 OCT 2025,               2.00,         263475915,              1.75,      455813332.95   
29 OCT 2025,ARSSBL,EQ,ANAND RATHI SH N STK BR L,Listed    ,29 OCT 2025,               5.00,          62725250,            513.50,    32209415875.00    
29 OCT 2025,ARTEMISMED,EQ,ARTEMIS MED SERVICE LTD  ,Listed    ,29 OCT 2025,               1.00,         138932250,            245.80,    34152325695.00
29 OCT 2025,ARTNIRMAN,EQ,ART NIRMAN LIMITED       ,Listed    ,29 OCT 2025,              10.00,          24956000,             55.40,     1382562400.00 
29 OCT 2025,ARUNAYA,SM,ARUNAYA ORGANICS LIMITED ,Listed    ,29 OCT 2025,              10.00,          17538432,             22.40,      392860876.80   
29 OCT 2025,ARVEE,EQ,ARVEE LABORATORIES I LTD ,Listed    ,29 OCT 2025,              10.00,          11020000,            161.10,     1775322000.00     
29 OCT 2025,ARVIND,EQ,ARVIND LIMITED           ,Listed    ,29 OCT 2025,              10.00,         262114640,            327.40,    85816333136.00    
29 OCT 2025,ARVINDFASN,EQ,ARVIND FASHIONS LIMITED  ,Listed    ,29 OCT 2025,               4.00,         133473413,            504.65,    67357357870.45
29 OCT 2025,ARVINDPORT,SM,ARVIND PORT AND INFRA LTD,Listed    ,29 OCT 2025,              10.00,          17798300,             65.75,     1170238225.00
29 OCT 2025,ARVSMART,EQ,ARVIND SMARTSPACES LTD   ,Listed    ,29 OCT 2025,              10.00,          45866979,            636.40,    29189745435.60  
29 OCT 2025,ASAHIINDIA,EQ,ASAHI INDIA GLASS LIMITED,Listed    ,29 OCT 2025,               1.00,         254927192,            944.50,   240778732844.00
29 OCT 2025,ASAHISONG,EQ,ASAHI SONGWON COLOR LTD  ,Listed    ,29 OCT 2025,              10.00,          11787262,            288.65,     3402393176.30 
29 OCT 2025,ASAL,EQ,AUTOMOTIVE STAMPINGS & AS,Listed    ,29 OCT 2025,              10.00,          15864397,            543.85,     8627852308.45      
29 OCT 2025,ASALCBR,EQ,ASSO ALCOHOLS & BREW LTD ,Listed    ,29 OCT 2025,              10.00,          18079200,           1045.60,    18903611520.00   
29 OCT 2025,ASCOM,ST,ASCOM LEASIN & INVEST LTD,Listed    ,21 OCT 2025,              10.00,          11714179,            115.00,     1347130585.00     
29 OCT 2025,ASHALOG,SM,ASHAPURA LOGISTICS LTD   ,Listed    ,29 OCT 2025,              10.00,          13556121,             68.75,      931983318.75   
29 OCT 2025,ASHAPURMIN,EQ,ASHAPURA MINECHEM LTD    ,Listed    ,29 OCT 2025,               2.00,          95526098,            660.70,    63114092948.60
29 OCT 2025,ASHIANA,EQ,ASHIANA HOUSING LTD      ,Listed    ,29 OCT 2025,               2.00,         100524857,            284.20,    28569164359.40   
29 OCT 2025,ASHIMASYN,EQ,ASHIMA LTD               ,Listed    ,29 OCT 2025,              10.00,         191660078,             22.15,     4249103929.25 
29 OCT 2025,ASHOKA,EQ,ASHOKA BUILDCON LTD      ,Listed    ,29 OCT 2025,               5.00,         280723217,            192.20,    53952195075.25    
29 OCT 2025,ASHOKAMET,EQ,ASHOKA METCAST LIMITED   ,Listed    ,29 OCT 2025,              10.00,          24996000,             16.85,      420932640.00 
29 OCT 2025,ASHOKLEY,EQ,ASHOK LEYLAND LTD        ,Listed    ,29 OCT 2025,               1.00,        5873454552,            139.50,   819229440912.95  
29 OCT 2025,ASIANENE,EQ,ASIAN ENERGY SERVICES LTD,Listed    ,29 OCT 2025,              10.00,          44774444,            333.85,    14947948129.40  
29 OCT 2025,ASIANHOTNR,EQ,ASIAN HOTELS (NORTH) LTD ,Listed    ,29 OCT 2025,              10.00,          19453229,            330.05,     6420538231.45
29 OCT 2025,ASIANPAINT,EQ,ASIAN PAINTS LIMITED     ,Listed    ,29 OCT 2025,               1.00,         959197790,           2538.70,  2435115429473.00
29 OCT 2025,ASIANTILES,EQ,ASIAN GRANITO IND. LTD.  ,Listed    ,29 OCT 2025,              10.00,         231911649,             63.10,    14628986818.90
29 OCT 2025,ASKAUTOLTD,EQ,ASK AUTOMOTIVE LIMITED   ,Listed    ,29 OCT 2025,               2.00,         197142600,            492.45,    97082873370.00
29 OCT 2025,ASLIND,ST,ASL INDUSTRIES LIMITED   ,Listed    ,29 OCT 2025,              10.00,          10417090,             81.85,      852638816.50    
29 OCT 2025,ASMS,BE,BARTRONICS INDIA LIMITED ,Listed    ,29 OCT 2025,               1.00,         304576740,             13.75,     4187930175.00      
29 OCT 2025,ASPINWALL,EQ,ASPINWALL & CO LTD       ,Listed    ,29 OCT 2025,              10.00,           7818288,            262.60,     2053082428.80 
29 OCT 2025,ASPIRE,SM,ASPIRE & INNOVATIVE ADV L,Listed    ,29 OCT 2025,              10.00,          15178000,             18.65,      283069700.00    
29 OCT 2025,ASTEC,EQ,ASTEC LIFESCIENCES LTD   ,Listed    ,29 OCT 2025,              10.00,          22281661,            671.55,    14963249444.55     
29 OCT 2025,ASTERDM,EQ,ASTER DM HEALTHCARE LTD. ,Listed    ,29 OCT 2025,              10.00,         518121029,            699.85,   362607002145.65   
29 OCT 2025,ASTRAL,EQ,ASTRAL LIMITED           ,Listed    ,29 OCT 2025,               1.00,         268634727,           1464.80,   393496148109.60    
29 OCT 2025,ASTRAMICRO,EQ,ASTRA MICROWAVE LTD      ,Listed    ,29 OCT 2025,               2.00,          94945008,           1040.60,    98799775324.80
29 OCT 2025,ASTRAZEN,EQ,ASTRAZENECA PHARMA IND LT,Listed    ,29 OCT 2025,               2.00,          25000000,           9346.50,   233662500000.00  
29 OCT 2025,ASTRON,EQ,ASTRON PAPER BORD MIL LTD,Listed    ,29 OCT 2025,              10.00,          46500000,             10.80,      503130000.00    
29 OCT 2025,ATALREAL,EQ,ATAL REALTECH LIMITED    ,Listed    ,29 OCT 2025,               2.00,         111015000,             24.25,     2694334050.00  
29 OCT 2025,ATAM,EQ,ATAM VALVES LIMITED      ,Listed    ,29 OCT 2025,              10.00,          11463000,             97.20,     1114432860.00      
29 OCT 2025,ATCENERGY,SM,ATC ENERGIES SYSTEM LTD  ,Listed    ,29 OCT 2025,              10.00,          20388600,             53.50,     1090790100.00 
29 OCT 2025,ATGL,EQ,ADANI TOTAL GAS LIMITED  ,Listed    ,29 OCT 2025,               1.00,        1099810083,            634.25,   697554545142.75      
29 OCT 2025,ATHERENERG,EQ,ATHER ENERGY LIMITED     ,Listed    ,29 OCT 2025,               1.00,         378972831,            706.20,   267630613252.20
29 OCT 2025,ATL,EQ,ALLCARGO TERMINALS LTD   ,Listed    ,29 OCT 2025,               2.00,         252060324,             33.80,     8522159554.45       
29 OCT 2025,ATLANTAA,BE,ATLANTAA LIMITED         ,Listed    ,29 OCT 2025,               2.00,          81500000,             45.05,     3671575000.00  
29 OCT 2025,ATLANTAELE,EQ,ATLANTA ELECTRICALS LTD  ,Listed    ,29 OCT 2025,               2.00,          76896625,            976.20,    75066485325.00
29 OCT 2025,ATLASCYCLE,EQ,ATLAS CYCLE (HARYANA) LTD,Listed    ,29 OCT 2025,               5.00,           6503838,            115.85,      753339555.55
29 OCT 2025,ATMASTCO,SM,ATMASTCO LIMITED         ,Listed    ,29 OCT 2025,              10.00,          24734690,            196.20,     4852946178.00  
29 OCT 2025,ATUL,EQ,ATUL LTD                 ,Listed    ,29 OCT 2025,              10.00,          29441755,           5891.00,   173441378705.00      
29 OCT 2025,ATULAUTO,EQ,ATUL AUTO LIMITED        ,Listed    ,29 OCT 2025,               5.00,          27751280,            484.85,    13455208108.00  
29 OCT 2025,AUBANK,EQ,AU SMALL FINANCE BANK LTD,Listed    ,29 OCT 2025,              10.00,         745898230,            882.45,   658217893063.50    
29 OCT 2025,AURDIS,SM,AURANGABAD DISTILLERY LTD,Listed    ,29 OCT 2025,              10.00,          10250000,            134.75,     1381187500.00    
29 OCT 2025,AURIONPRO,EQ,AURIONPRO SOLN LTD       ,Listed    ,29 OCT 2025,              10.00,          55213530,           1175.00,    64875897750.00 
29 OCT 2025,AUROIMPEX,SM,AURO IMPEX & CHEMICALS L ,Listed    ,29 OCT 2025,              10.00,          12200800,             48.95,      597229160.00 
29 OCT 2025,AUROPHARMA,EQ,AUROBINDO PHARMA LTD     ,Listed    ,29 OCT 2025,               1.00,         580801623,           1111.70,   645677164289.10
29 OCT 2025,AURUM,EQ,AURUM PROPTECH LIMITED   ,Listed    ,29 OCT 2025,               5.00,          71866899,            170.95,    12284927715.05     
29 OCT 2025,AUSL,SM,ADITYA ULTRA STEEL LTD   ,Listed    ,27 OCT 2025,              10.00,          24835568,             33.80,      839442198.40      
29 OCT 2025,AUSOMENT,EQ,AUSOM ENTERPRISE LIMITED ,Listed    ,29 OCT 2025,              10.00,          13623552,            102.05,     1390011010.55  
29 OCT 2025,AUTOAXLES,EQ,AUTOMOTIVE AXLES LIMITED ,Listed    ,29 OCT 2025,              10.00,          15111975,           1738.50,    26272168537.50 
29 OCT 2025,AUTOIND,EQ,AUTOLINE INDUSTRIES LTD  ,Listed    ,29 OCT 2025,              10.00,          43175401,             73.45,     3170369695.45   
29 OCT 2025,AVADHSUGAR,EQ,AVADH SUG & ENERGY LTD   ,Listed    ,29 OCT 2025,              10.00,          20018420,            435.55,     8719022831.00
29 OCT 2025,AVALON,EQ,AVALON TECHNOLOGIES LTD  ,Listed    ,29 OCT 2025,               2.00,          66713941,           1203.60,    80296899387.60    
29 OCT 2025,AVANTEL,EQ,AVANTEL LIMITED          ,Listed    ,29 OCT 2025,               2.00,         264969520,            178.05,    47177823036.00   
29 OCT 2025,AVANTIFEED,EQ,AVANTI FEEDS LIMITED     ,Listed    ,29 OCT 2025,               1.00,         136245630,            716.55,    97626806176.50
29 OCT 2025,AVG,EQ,AVG LOGISTICS LIMITED    ,Listed    ,29 OCT 2025,              10.00,          15057720,            231.00,     3478483897.20       
29 OCT 2025,AVIANSH,SM,AVI ANSH TEXTILE LIMITED ,Listed    ,29 OCT 2025,              10.00,          13976930,            118.00,     1649277740.00   
29 OCT 2025,AVL,EQ,ADITYA VISION LIMITED    ,Listed    ,29 OCT 2025,               1.00,         128663050,            575.15,    74000553207.50       
29 OCT 2025,AVONMORE,EQ,AVONMORE CAP&MGT SERV LTD,Listed    ,29 OCT 2025,               1.00,         282184741,             17.60,     4969273289.00  
29 OCT 2025,AVPINFRA,SM,AVP INFRACON LIMITED     ,Listed    ,29 OCT 2025,              10.00,          24979200,            162.10,     4049128320.00  
29 OCT 2025,AVROIND,EQ,AVRO INDIA LIMITED       ,Listed    ,29 OCT 2025,              10.00,          13311050,            130.25,     1733498041.50   
29 OCT 2025,AVSL,ST,AVSL INDUSTRIES LIMITED  ,Listed    ,03 SEP 2025,              10.00,           5331120,            120.00,      639734400.00      
29 OCT 2025,AVTNPL,EQ,AVT NATURAL PRODUCTS LTD ,Listed    ,29 OCT 2025,               1.00,         152284000,             69.45,    10577646640.00    
29 OCT 2025,AWFIS,EQ,AWFIS SPACE SOLUTIONS LTD,Listed    ,29 OCT 2025,              10.00,          71509041,            604.50,    43227215284.50     
29 OCT 2025,AWHCL,EQ,ANTONY WASTE HDG CELL LTD,Listed    ,29 OCT 2025,               5.00,          28382100,            542.60,    15400127460.00     
29 OCT 2025,AWL,EQ,AWL AGRI BUSINESS LIMITED,Listed    ,29 OCT 2025,               1.00,        1299678605,            275.55,   358126439607.75       
29 OCT 2025,AXISBANK,EQ,AXIS BANK LIMITED        ,Listed    ,29 OCT 2025,               2.00,        3102679760,           1248.80,  3874626484288.00  
29 OCT 2025,AXISCADES,BE,AXISCADES TECH LTD       ,Listed    ,29 OCT 2025,               5.00,          42497653,           1553.00,    65998855109.00 
29 OCT 2025,AXITA,EQ,AXITA COTTON LIMITED     ,Listed    ,29 OCT 2025,               1.00,         347837344,              8.40,     2921833689.60     
29 OCT 2025,AYMSYNTEX,EQ,AYM SYNTEX LIMITED       ,Listed    ,29 OCT 2025,              10.00,          58581091,            172.10,    10082977382.90 
29 OCT 2025,AZAD,EQ,AZAD ENGINEERING LIMITED ,Listed    ,29 OCT 2025,               2.00,          64581743,           1696.30,   109550010650.90      
29 OCT 2025,BABAFP,SM,BABA FOOD PROCESSING     ,Listed    ,29 OCT 2025,              10.00,          16326403,             34.50,      563260903.50    
29 OCT 2025,BAFNAPH,BE,BAFNA PHARMACEUTICALS LTD,Listed    ,29 OCT 2025,              10.00,          23656335,            138.05,     3265757046.75   
29 OCT 2025,BAGDIGITAL,SM,B.A.G.CONVERGENCE LIMITED,Listed    ,29 OCT 2025,              10.00,          21218800,            125.50,     2662959400.00
29 OCT 2025,BAGFILMS,EQ,B.A.G FILMS AND MEDIA LTD,Listed    ,29 OCT 2025,               2.00,         197747749,              7.15,     1417851360.35  
29 OCT 2025,BAHETI,SM,BAHETI RECYCLING IND LTD ,Listed    ,29 OCT 2025,              10.00,          10368530,            582.95,     6044334563.50    
29 OCT 2025,BAIDFIN,EQ,BAID FINSERV LIMITED     ,Listed    ,29 OCT 2025,               2.00,         120068300,             10.70,     1282329444.00   
29 OCT 2025,BAJAJ-AUTO,EQ,BAJAJ AUTO LIMITED       ,Listed    ,29 OCT 2025,              10.00,         279257608,           9034.00,  2522813230672.00
29 OCT 2025,BAJAJCON,EQ,BAJAJ CONSUMER CARE LTD  ,Listed    ,29 OCT 2025,               1.00,         137052803,            270.45,    37064560043.30  
29 OCT 2025,BAJAJELEC,EQ,BAJAJ ELECT.LTD          ,Listed    ,29 OCT 2025,               2.00,         115370139,            529.85,    61128868149.15 
29 OCT 2025,BAJAJFINSV,EQ,BAJAJ FINSERV LTD.       ,Listed    ,29 OCT 2025,               1.00,        1597813220,           2137.00,  3414526851140.00
29 OCT 2025,BAJAJHCARE,EQ,BAJAJ HEALTHCARE LIMITED ,Listed    ,29 OCT 2025,               5.00,          31583252,            459.05,    14498291830.60
29 OCT 2025,BAJAJHFL,EQ,BAJAJ HOUSING FINANCE LTD,Listed    ,29 OCT 2025,              10.00,        8332334619,            110.65,   921972825592.35  
29 OCT 2025,BAJAJHIND,EQ,BAJAJ HINDUSTHAN SUGAR LT,Listed    ,29 OCT 2025,               1.00,        1277359942,             22.65,    28944976285.70 
29 OCT 2025,BAJAJHLDNG,EQ,BAJAJ HOLDINGS & INVS LTD,Listed    ,29 OCT 2025,              10.00,         111293510,          12619.00,  1404412802690.00
29 OCT 2025,BAJAJINDEF,EQ,INDEF MANUFACTURING LTD  ,Listed    ,29 OCT 2025,               1.00,          32000000,            391.50,    12528000000.00
